TIC,toi,toi_tess_disp,toi_tfopwg_disp,toi_period
403135192,2226.01,,PC,0.9017673
405425498,2227.01,,APC,4.2217776
405425498,2227.02,,APC,11.5472009
61733521,2228.01,,FP,3.36296
143410850,2229.01,,PC,4.98668
326453034,223.01,,FA,14.445918
129432342,2230.01,,FP,1.79217
100504381,2231.01,,FA,5.46278
439444938,2232.01,,PC,11.45959
453789494,1907.01,,KP,5.4774433
37718056,1908.01,,KP,3.65688
232038798,1909.01,,KP,4.1536624
183532609,191.01,,KP,8.1587261
437261733,1910.01,,KP,5.4161129
44745133,1911.01,,KP,7.8181434
50712784,1912.01,,KP,5.4053583
53458803,1913.01,,KP,3.3489038
53750200,1914.01,,KP,4.1933422
98283926,1915.01,,KP,2.2920348
98545929,1916.01,,KP,1.888231
339522221,1917.01,,KP,1.82069
308425348,1918.01,,FP,3.39829
102192004,1919.01,,KP,4.2337078
183537452,192.01,,KP,3.9227113
363851359,1920.01,,KP,2.5441537
112099249,1921.01,,KP,5.17958
112604564,1922.01,,KP,4.5768651
335996558,2027.01,,FP,1.46329
336456596,2028.01,,FP,0.77871
445254275,2029.01,,FP,2.57134
259962054,203.01,,FA,51.94509
422656370,2030.01,,APC,1.3254567
470127886,2031.01,,PC,5.7156075
470159478,2032.01,,APC,17.0096703
53617134,2033.01,,PC,18.8243063
427279997,2034.01,,FP,2.89453
53709089,2035.01,,PC,8.51226
368320811,2036.01,,PC,1.261045
405559035,2037.01,,PC,11.1516668
405559035,2037.02,,PC,5.5470937
235937532,2038.01,,APC,3.7321195
237071229,2039.01,,PC,11.2479927
281781375,204.01,,PC,43.8297863
427730490,2040.01,,PC,3.8608551
54364414,2041.01,,FP,1.37477
358516596,2132.01,,KP,3.2440454
39200363,2133.01,,PC,3.8266587
75878355,2134.01,,CP,9.2292078
75878355,2134.02,,CP,95.8531625
76419763,2135.01,,KP,2.7884723
336128819,2136.01,,CP,7.8519082
23059280,2137.01,,APC,14.1502269
336267424,2138.01,,FP,1.4821845
308172249,2139.01,,KP,1.4013784
167415965,214.01,,PC,18.5536802
167415965,214.02,,PC,9.6959841
399860444,2140.01,,KP,2.4706114
287256467,2141.01,,CP,18.2616878
44313455,2142.01,,PC,9.3004351
103195323,2143.01,,PC,5.5899401
428988981,2144.01,,PC,37.3415931
421455387,2233.01,,APC,2.50876
271491157,2234.01,,APC,2.91615
267093376,2235.01,,APC,17.14012
394722182,2236.01,,CP,3.5315897
389238529,2237.01,,FP,0.49642
231077395,2238.01,,CP,3.3904897
388130235,2239.01,,FP,92.1950921
70797900,224.01,,APC,705.5844658
98494121,2240.01,,FP,3.06555
96973930,2241.01,,PC,3.3243
92562123,2242.01,,PC,6.53144
1990842033,2243.01,,APC,5.41418
1989628303,2244.01,,PC,5.46377
278415929,2245.01,,CP,3.7981107
349786918,2246.01,,FP,2.9663389
376168473,2247.01,,FA,5.41402
179580045,2248.01,,PC,62.1624516
152714791,2249.01,,FP,1.27349
437156845,2855.01,,FP,3.4906402
172630205,2856.01,,FP,0.599092
419148828,2857.01,,APC,0.6216031
47587394,2858.01,,PC,2.4181961
157655504,2859.01,,PC,3.9589903
150030205,286.01,,CP,4.5117295
150030205,286.02,,CP,39.3617849
419029830,2860.01,,PC,4.1849602
157572174,2861.01,,PC,6.6269971
231937059,2862.01,,PC,11.4874782
412257781,2863.01,,FP,1.1894812
157011920,2864.01,,PC,0.4777885
231337271,2865.01,,PC,0.451685
409896170,2866.01,,PC,1.5728416
156949982,2867.01,,PC,5.6392638
147857396,2868.01,,PC,9.3803217
409264172,2869.01,,PC,1.7198076
2758565,287.01,,FP,3.7815683
73433128,2990.01,,PC,7.4659746
49046332,2991.01,,PC,5.5809252
49045066,2992.01,,PC,3.00782
48768158,2993.01,,PC,2.3378096
36718161,2994.01,,PC,4.0257967
36381058,2995.01,,PC,1.6566182
35855047,2996.01,,PC,2.3627442
35652085,2997.01,,PC,2.2060441
34737413,2998.01,,PC,1.5297119
34505005,2999.01,,FP,5.1627718
166697854,300.01,,FP,2.75753
23435610,3000.01,,PC,5.20807
468977648,3001.01,,FP,2.090218
402053027,3002.01,,PC,7.7971071
400762242,3003.01,,PC,1.6224281
400395395,3004.01,,FP,3.2891219
386297468,3005.01,,FP,2.0958074
386161311,3006.01,,PC,8.61346
384034837,3007.01,,PC,4.2768515
453396346,3130.01,,PC,0.4415174
2876,3131.01,,PC,2.6274574
448923766,3132.01,,PC,2.2664085
448775221,3133.01,,PC,4.0902788
448688668,3134.01,,PC,2.2308431
448098793,3135.01,,PC,3.7065603
418471796,3136.01,,PC,2.6841894
395514100,3137.01,,FP,1.8823821
270347814,3138.01,,PC,2.8740048
48661942,3139.01,,PC,3.9628496
316769613,314.01,,PC,10.18108
394900138,3140.01,,PC,3.0932735
394443982,3141.01,,PC,4.4338805
387791274,3142.01,,PC,1.1536561
384244834,3143.01,,PC,2.9902369
361176558,3144.01,,PC,3.7724947
360816296,3145.01,,PC,3.5505931
360816293,3146.01,,FP,3.5506084
359572563,3147.01,,PC,1.5256634
323980895,3148.01,,PC,4.2814436
407922734,3270.01,,PC,6.4751256
406236094,3271.01,,PC,4.1394473
388280249,3272.01,,PC,3.146714
372443687,3273.01,,PC,4.2955192
360822008,3274.01,,PC,2.9075077
325275736,3275.01,,PC,20.5020769
320327056,3276.01,,PC,7.0327412
319568619,3277.01,,PC,1.5265889
304130406,3278.01,,CP,3.2464257
179987678,3279.01,,PC,0.4191451
139357541,328.01,,PC,4.4781603
290302491,3280.01,,PC,3.8348994
254142310,3281.01,,PC,9.3108074
219924802,3282.01,,APC,2.9478339
201660996,3283.01,,PC,3.502221
166220082,3284.01,,PC,0.8102219
114181798,3285.01,,PC,2.7022764
113648563,3286.01,,PC,2.0325685
113117112,3287.01,,PC,2.7176413
14709225,2870.01,,PC,5.7655904
155807906,2871.01,,FP,0.4057204
151930063,2872.01,,FP,5.2201338
119448220,2873.01,,PC,1.252025
123106490,2874.01,,FP,3.3004862
385658469,2875.01,,PC,3.4142143
10827386,2876.01,,PC,6.2996307
348477542,2877.01,,PC,3.4074188
4999813,2878.01,,FP,2.0849517
146836153,2879.01,,FP,2.3252878
47316976,288.01,,PC,711.7473963
344140617,2880.01,,PC,4.7799716
320541238,2881.01,,PC,2.9301843
142405475,2882.01,,PC,2.0083269
319932686,2883.01,,PC,3.7064049
318413374,2884.01,,PC,2.935886
140019355,2885.01,,PC,6.3350651
318796593,2886.01,,PC,1.6020002
134183038,2887.01,,PC,4.9182798
383666033,3008.01,,FP,3.9678136
357634632,3009.01,,PC,3.365343
144301052,301.01,,PC,3.7440143
357202877,3010.01,,PC,9.5537684
356461227,3011.01,,FP,1.8418712
437560683,3012.01,,PC,3.0920297
383949205,3013.01,,PC,5.4722557
383806208,3014.01,,PC,1.7946783
357801293,3015.01,,PC,4.2745762
356200601,3016.01,,PC,5.1139634
122418622,3017.01,,PC,3.052529
45684223,3018.01,,FP,6.5832019
45296362,3019.01,,PC,5.9594909
229111835,302.01,,PC,6.70145
45191604,3020.01,,PC,3.0327366
45054849,3021.01,,PC,11.2645152
287721202,3022.01,,PC,8.990904
454248975,3023.01,,CP,3.9014904
452576848,3024.01,,PC,2.5071775
296670796,3149.01,,PC,1.1542402
66356824,315.01,,FP,3.55562
195256633,3150.01,,PC,5.3430663
36607746,3151.01,,PC,1.7257597
467484304,3152.01,,PC,0.7815064
466318137,3153.01,,FP,1.1216021
465176038,3154.01,,PC,4.0333818
457272901,3155.01,,APC,4.6492201
457110913,3156.01,,APC,0.7463239
456962262,3157.01,,PC,2.8823183
451254008,3158.01,,PC,6.8561604
449549170,3159.01,,FP,1.4753526
8988289,316.01,,APC,13.32379
440872576,3160.01,,PC,3.9712794
438777551,3161.01,,PC,1.4010338
433546897,3162.01,,PC,1.5755252
425316308,3163.01,,PC,3.0749168
419946164,3164.01,,FP,1.7765395
419858461,3165.01,,FP,2.5433707
79920467,3288.01,,PC,1.4338615
31786438,3289.01,,PC,1.4259934
169765334,329.01,,CP,5.7042858
31697707,3290.01,,FP,3.910946
464593883,3291.01,,PC,9.0653768
464481762,3292.01,,PC,4.2545208
464445045,3293.01,,PC,2.589659
464280516,3294.01,,PC,2.5658729
456574511,3295.01,,PC,3.4379994
456560485,3296.01,,PC,5.9493696
451538240,3297.01,,PC,3.9349141
407772585,3298.01,,PC,3.0537856
390723664,3299.01,,PC,2.9264345
27966179,330.01,,PC,4.2794669
384299730,3300.01,,PC,6.6926834
384016413,3301.01,,PC,5.451593
383299778,3302.01,,APC,1.5570251
381982417,3303.01,,PC,8.6187455
381789320,3304.01,,PC,3.4930546
380775661,3305.01,,PC,2.025289
369861731,3306.01,,FP,3.8780401
369861728,3307.01,,PC,3.8784358
365554300,3308.01,,APC,0.7614693
365021641,3309.01,,PC,7.4832824
262531275,331.01,,FP,2.4843369
364072092,3310.01,,PC,1.3828196
337274055,3311.01,,FP,4.8435717
224245334,333.01,,CP,3.7852328
255768108,3330.01,,PC,1.0815202
194795551,3331.01,,CP,2.0180196
194179013,3332.01,,FP,3.1785277
193782529,3333.01,,PC,3.9823479
160930264,3334.01,,PC,1.9242952
120033290,3335.01,,PC,2.265394
119950057,3336.01,,PC,10.1822686
119089245,3337.01,,PC,1.2436504
86419190,3338.01,,PC,1.4893582
86021841,3339.01,,PC,3.7465541
382045742,3355.01,,PC,15.6600896
229138584,3356.01,,PC,2.9122454
412259468,3357.01,,FP,2.6535777
146244533,3358.01,,FP,8.8088443
360714300,3359.01,,PC,15.8118347
55452495,336.01,,FP,17.7075892
342343963,3360.01,,APC,16.7375044
440324561,3361.01,,APC,10.5634342
464300749,3362.01,,CP,18.0953159
385858569,3363.01,,PC,9.7433732
280655495,3364.01,,CP,5.8769438
34297761,3365.01,,PC,5.3928876
220547837,3366.01,,PC,8.4562659
131730580,3367.01,,PC,3.7493233
131419624,3368.01,,PC,7.2611991
190981760,3369.01,,FP,3.5463582
155986102,337.01,,FP,6.87168
131250246,3370.01,,PC,2.3506831
332314607,3312.01,,PC,5.3890264
327210623,3313.01,,FP,2.128423
315398848,3314.01,,PC,1.3677581
312030014,3315.01,,PC,5.2330803
311565540,3316.01,,PC,4.0668012
311292015,3317.01,,PC,2.9519989
310854881,3318.01,,PC,12.8777188
310267134,3319.01,,FP,0.5438807
139285832,332.01,,CP,0.77685
307320565,3320.01,,PC,2.625748
306648160,3321.01,,CP,3.6525305
306357884,3322.01,,APC,1.0571733
305512837,3323.01,,FP,3.0223957
304695574,3324.01,,PC,2.8090597
303617735,3325.01,,PC,4.2732096
301455423,3326.01,,PC,1.0664194
292477426,3327.01,,PC,4.1794516
276647494,3328.01,,PC,10.1923252
256158543,3329.01,,PC,5.0648278
419419534,3389.01,,FP,1.680148
69838258,339.01,,FP,6.73069
96055535,3390.01,,APC,5.4033373
173824688,3391.01,,PC,4.7131119
80174172,3392.01,,FP,1.1104301
173260345,3393.01,,PC,5.2059716
59536337,3394.01,,PC,7.8373997
170405772,3395.01,,PC,3.2730247
56630436,3396.01,,PC,6.4700007
154616309,3397.01,,PC,3.6250244
46999289,3398.01,,PC,6.2088405
153197346,3399.01,,FP,2.642447
80439101,340.01,,PC,14.8499717
437215469,3400.01,,PC,3.8036198
26051436,3401.01,,PC,3.6689529
152685831,3402.01,,FP,3.4714171
133107143,3403.01,,PC,11.2205176
18795429,3404.01,,PC,2.5087868
152326573,3405.01,,PC,6.1458884
233964642,334.01,,APC,17.9160113
76761591,3340.01,,APC,11.968028
75919790,3341.01,,PC,8.6369598
75076261,3342.01,,PC,5.9709305
58046864,3343.01,,FP,2.3651663
57093805,3344.01,,PC,3.2229781
21997420,3345.01,,PC,2.1917701
6404965,3346.01,,PC,4.8692603
131581531,3347.01,,FP,3.0591641
131347421,3348.01,,PC,2.6156239
50909831,3349.01,,APC,2.0272642
41865539,335.01,,FP,1.26092
4959676,3350.01,,PC,2.2358979
941340744,3351.01,,PC,4.311529
33840683,3352.01,,PC,13.8198966
391903064,3353.01,,CP,4.6658022
391903064,3353.02,,PC,8.8176426
260367888,3354.01,,PC,46.3810093
186470510,3371.01,,PC,3.5071842
131036011,3372.01,,FP,11.0701242
186459119,3373.01,,PC,6.534605
131025778,3374.01,,PC,2.6543295
185482513,3375.01,,FP,1.2368321
130797885,3376.01,,PC,4.7260751
184670625,3377.01,,FP,0.5241284
133655284,3378.01,,PC,2.6101478
130191319,3379.01,,FP,1.6117444
116156517,338.01,,KP,5.36777
176148945,3380.01,,APC,2.0086823
129881395,3381.01,,FP,3.3630421
13737885,3382.01,,PC,4.4575332
175317833,3383.01,,PC,9.7325799
118603213,3384.01,,PC,1.8592079
175079720,3385.01,,FP,2.2623261
174426662,3386.01,,PC,0.8855539
118072143,3387.01,,PC,2.7678404
173860688,3388.01,,FP,0.845657
118327533,346.01,,PC,16.56308
39858507,3460.01,,PC,4.6288266
334080358,3461.01,,PC,11.4483792
324116813,3462.01,,PC,6.3885628
292889298,3463.01,,PC,2.2538878
290504044,3464.01,,PC,3.6515704
454361389,3465.01,,PC,3.9563671
284254253,3466.01,,FP,1.862908
453289469,3467.01,,FP,0.7799194
282091493,3468.01,,FP,3.3789946
447192619,3469.01,,PC,2.6566986
224271611,347.01,,PC,4.040003
277538491,3470.01,,PC,3.2404614
407166076,3471.01,,PC,8.7520247
275562670,3472.01,,FP,1.5810556
406861922,3473.01,,PC,4.0358074
274367763,3474.01,,PC,3.8795023
403507814,3475.01,,PC,2.7812908
272983172,3476.01,,PC,4.3205081
410159011,3406.01,,PC,2.623354
152005053,3407.01,,PC,1.3847905
7904580,3408.01,,FP,15.8346011
405485201,3409.01,,PC,7.7605254
33911302,341.01,,PC,1.81383
238012337,3410.01,,PC,3.9791023
150424946,3411.01,,PC,7.0628019
396794358,3412.01,,PC,3.1405783
149745822,3413.01,,PC,4.7114264
131348451,3414.01,,PC,9.7355768
386456916,3415.01,,PC,3.5714448
145910571,3416.01,,PC,2.3626917
332710679,3417.01,,PC,2.7194615
437144507,3418.01,,PC,7.3039869
145904365,3419.01,,PC,7.9969538
415969574,342.01,,FP,10.45776
293978434,3420.01,,FP,1.5971426
145023816,3421.01,,PC,2.8389301
286099128,3422.01,,KP,3.7788779
144970275,3423.01,,FP,2.5313424
283702603,3424.01,,FP,0.6691882
144682439,3425.01,,PC,0.765415
277833423,3426.01,,PC,6.1786733
144467913,3427.01,,PC,2.9526508
271486001,3428.01,,PC,5.3945125
134551640,3429.01,,PC,13.9311096
66497310,343.01,,FP,1.7563116
118329434,3430.01,,APC,5.0949767
270649648,3431.01,,PC,3.919695
133849258,3432.01,,PC,9.148074
270471065,3433.01,,PC,2.7765784
270457662,3434.01,,PC,3.1510024
238162973,3435.01,,FP,11.8885643
132320310,3436.01,,FP,1.3955317
132313173,3437.01,,PC,4.9873145
455272393,3438.01,,PC,1.6660179
394338713,3439.01,,PC,5.9349921
13023378,344.01,,PC,6.0672187
208030798,3440.01,,FP,1.7167587
393196631,3441.01,,PC,4.2594558
207981861,3442.01,,PC,3.4569274
392995938,3443.01,,PC,1.0078907
161299119,3444.01,,PC,2.7188122
364431259,3445.01,,PC,2.9866836
149022647,3446.01,,PC,1.8528946
363749415,3447.01,,PC,3.6562554
143934343,3448.01,,PC,2.1642912
363083571,3449.01,,PC,3.8249546
308208458,345.01,,PC,11.2237372
126125073,3450.01,,PC,3.6387748
361710792,3451.01,,PC,8.7234738
360475034,3452.01,,PC,2.8372178
360473750,3453.01,,PC,4.3618031
359426909,3454.01,,PC,3.9415006
358938714,3455.01,,APC,0.422425
357661805,3456.01,,PC,17.0298529
357312511,3457.01,,PC,32.6012979
340228388,3458.01,,PC,3.1726875
335860261,3459.01,,PC,8.4893234
402391147,3477.01,,PC,3.3626798
255909950,3478.01,,PC,1.82856
402219289,3479.01,,PC,2.1970052
70785910,348.01,,FP,0.4947938
254909777,3480.01,,PC,2.1301227
396316939,3481.01,,PC,4.9214799
254629854,3482.01,,FP,0.9714298
395926728,3483.01,,PC,1.4466788
221882319,3484.01,,PC,5.1890769
394672497,3485.01,,PC,11.8413467
394672497,3485.02,,PC,6.0379203
221861843,3486.01,,PC,2.217782
301160638,3487.01,,APC,16.0085751
394570569,3488.01,,PC,6.9625419
221785300,3489.01,,PC,3.7833369
382474101,349.01,,FP,2.6520851
394492339,3490.01,,PC,9.1317488
208719443,3491.01,,PC,2.4038651
339250695,3725.01,,FP,4.7262208
81077799,3492.01,,PC,9.2224171
203377303,3493.01,,PC,8.159487
165827520,3494.01,,PC,7.748612
272167060,3495.01,,PC,8.4130034
448358913,3496.01,,PC,1.5505494
21113347,3497.01,,KP,4.218076
310294189,3498.01,,PC,4.8768783
446370039,3499.01,,PC,4.5992844
199731190,350.01,,APC,2.5130547
443666343,3500.01,,PC,7.3436151
443666343,3500.02,,PC,
98957720,3501.01,,APC,15.3502505
452281203,3502.01,,PC,3.4468018
459850897,3503.01,,FP,1.1882681
117689799,3504.01,,FP,2.1570462
390988385,3505.01,,PC,2.9151556
267861788,3609.01,,PC,6.3854622
144276942,361.01,,APC,1.5351652
267484653,3610.01,,FP,1.7384809
252549844,3611.01,,PC,3.0789699
233948455,3612.01,,KP,1.4822451
233795794,3613.01,,PC,3.1493729
233831759,3614.01,,FA,2.9708603
173711153,3615.01,,PC,3.1315583
173298412,3616.01,,PC,2.4188647
173176491,3617.01,,PC,3.2337884
65981892,3618.01,,PC,3.4898546
64938667,3619.01,,PC,3.1988858
305048116,362.01,,PC,14.2337615
620780629,3620.01,,PC,4.8893985
435861696,3621.01,,FP,5.6902814
432761635,3622.01,,PC,3.2131823
422881018,3623.01,,PC,5.7456862
414922696,3624.01,,PC,7.6460931
122695048,3726.01,,PC,4.8404431
339207847,3727.01,,PC,13.3988634
116257066,3728.01,,FP,6.5019596
322160664,3729.01,,PC,8.1744382
9032368,373.01,,FP,1.632
417844678,3730.01,,PC,2.5404529
115457180,3731.01,,APC,5.6619072
321894059,3732.01,,PC,2.9594651
321436679,3733.01,,FP,2.1263167
105135774,3734.01,,PC,2.141186
317252733,3735.01,,PC,3.3526843
98620619,3736.01,,PC,2.2091186
96074951,3737.01,,PC,5.5609997
312689217,3738.01,,PC,4.3847594
311441461,3739.01,,PC,3.4471559
183675732,374.01,,PC,5.4820954
87597187,3740.01,,FA,2.0449361
701926762,3741.01,,PC,2.0449545
102159710,3506.01,,PC,4.4961387
86451883,3507.01,,FP,1.7561019
278968371,3508.01,,FP,1.2997811
244912396,3509.01,,PC,5.1108509
228381868,351.01,,KP,3.4654953
57753734,3510.01,,PC,2.8724894
416368336,3511.01,,APC,1.0848133
40779013,3512.01,,FP,1.7113115
244487927,3513.01,,PC,2.9817237
1870990135,3514.01,,PC,1.5039495
198725468,3515.01,,PC,3.0415724
30254887,3516.01,,PC,2.501531
123007594,3517.01,,PC,3.3687307
1712954983,3518.01,,PC,2.9661661
417129824,3519.01,,PC,3.500869
47423120,352.01,,APC,11.6235
120101789,3520.01,,PC,3.0086349
429036977,3521.01,,PC,3.2440387
106224627,3522.01,,PC,3.3412415
1980725947,3625.01,,PC,2.9708659
398912927,3626.01,,FP,19.8875338
1979500576,3627.01,,FP,2.6342729
238624131,3628.01,,PC,3.4945148
455784423,3629.01,,CP,3.9365629
262530780,363.01,,APC,8.22388
189380158,3630.01,,KP,1.9617969
429414530,3631.01,,FP,2.6340964
186292194,3632.01,,PC,3.2403602
429218084,3633.01,,PC,2.5266409
80478272,3634.01,,FP,5.0859432
428003305,3635.01,,PC,1.8048106
61205803,3636.01,,KP,4.2186625
370981403,3637.01,,PC,3.7330471
47094691,3638.01,,PC,4.9276886
365447203,3639.01,,PC,5.7208592
47425697,364.01,,PC,0.4941631
200917197,3640.01,,PC,1.2205315
192878624,3641.01,,PC,5.7361495
286696848,3742.01,,FP,8.9279009
87091417,3743.01,,PC,2.1186344
86075481,3744.01,,PC,3.9010509
666567477,3745.01,,FP,1.6883103
284747017,3746.01,,FP,1.8012697
647636934,3747.01,,PC,1.5503072
82622707,3748.01,,PC,2.3753009
284174392,3749.01,,PC,1.8751894
280097543,375.01,,PC,9.4546478
468777766,3750.01,,PC,12.4844641
284173938,3751.01,,PC,2.9157041
81597356,3752.01,,PC,2.8054221
467783290,3753.01,,FP,3.6502527
81593515,3754.01,,PC,2.5312823
281196902,3755.01,,CP,5.5455798
67300566,3756.01,,APC,4.4236732
445751830,3757.01,,CP,3.4391954
280254984,3758.01,,PC,3.4177514
417047499,3523.01,,PC,2.304583
106224626,3524.01,,FP,3.3418892
373576942,3525.01,,FP,0.8912218
89876424,3526.01,,FP,1.5378739
355748785,3527.01,,PC,1.755115
67247610,3528.01,,FP,1.9740614
326203952,3529.01,,PC,2.5850398
100099031,353.01,,FP,1.2979921
64214215,3530.01,,APC,1.3570332
316038054,3531.01,,APC,3.8099858
42484503,3532.01,,PC,2.4563456
313408643,3533.01,,PC,4.3167817
27916356,3534.01,,KP,3.2346944
304514922,3535.01,,PC,1.9115371
27844066,3536.01,,FP,1.8532983
294599100,3537.01,,FP,5.6133922
27459498,3538.01,,PC,7.3105415
294594423,3539.01,,PC,6.0978165
100097716,354.01,,APC,3.0002084
186614891,3642.01,,PC,4.084447
453230066,3643.01,,FP,1.5492212
445496795,3644.01,,PC,1.831733
184733148,3645.01,,PC,2.959842
445407434,3646.01,,PC,2.1795448
149855074,3647.01,,PC,3.1116107
433144048,3648.01,,PC,2.923461
139559780,3649.01,,PC,3.2637419
118586896,365.01,,APC,12.11028
139507260,3650.01,,PC,1.7556768
415976665,3651.01,,PC,1.5244603
116848450,3652.01,,PC,3.4796904
410552165,3653.01,,PC,4.6017262
396556650,3654.01,,APC,2.277182
94609570,3655.01,,APC,3.3325651
77258279,3656.01,,PC,5.5122277
381544766,3657.01,,PC,4.0898871
71854732,3658.01,,FP,3.1004285
374778982,3659.01,,FP,2.3882776
251878904,366.01,,FP,1.7025848
27244707,3759.01,,FP,1.6882863
144301273,376.01,,PC,2.7509863
440186528,3760.01,,APC,0.5318566
275703182,3761.01,,PC,25.8944827
9833284,3762.01,,PC,0.6843601
432114158,3763.01,,PC,2.0042661
239134248,3812.01,,PC,3.8850001
4605846,3813.01,,PC,3.7178656
155873992,3814.01,,PC,4.9513106
149995163,3815.01,,PC,4.8709815
102848207,3816.01,,PC,1.0358225
99572130,3817.01,,PC,4.8504819
99097200,3818.01,,PC,3.2371501
95660472,3819.01,,CP,3.244299
229091748,382.01,,FP,0.4568
95234976,3820.01,,PC,5.4290781
88485645,3821.01,,PC,2.5972551
17865622,3540.01,,CP,3.1198404
291147951,3541.01,,FP,2.5313956
16187321,3542.01,,FP,4.2022082
275887811,3543.01,,PC,6.481666
15460993,3544.01,,PC,2.2020405
274641986,3545.01,,PC,3.1872086
13424053,3546.01,,PC,5.2019364
274075364,3547.01,,PC,4.1632657
271167979,3548.01,,FP,0.3093954
269269740,3549.01,,FP,1.8639309
183593642,355.01,,APC,1.0372587
248058363,3550.01,,PC,1.1239202
247283596,3551.01,,PC,3.1940809
247283054,3552.01,,APC,0.9277787
239628993,3553.01,,PC,1.9410635
239585909,3554.01,,PC,1.6127665
233415701,3555.01,,PC,5.271813
230840853,3556.01,,APC,4.118418
271042173,3557.01,,FP,0.476873
67517533,3660.01,,PC,3.9497635
370123525,3661.01,,PC,2.6480838
65446983,3662.01,,PC,9.9908116
354151219,3663.01,,FP,3.5639862
348437470,3664.01,,PC,3.2975093
65440953,3665.01,,PC,0.8746494
346626688,3666.01,,KP,4.4085194
63717709,3667.01,,PC,5.4439776
467580267,3668.01,,PC,0.7415247
63470437,3669.01,,PC,1.2126653
9033144,367.01,,FP,4.7150255
331854794,3670.01,,APC,2.1947767
312345863,3671.01,,PC,1.7266138
50943163,3672.01,,FP,2.4254068
452964680,3673.01,,PC,2.2390796
308613965,3674.01,,PC,4.4619426
34646336,3675.01,,PC,5.9577768
302470965,3676.01,,PC,1.9341469
275702126,3764.01,,PC,6.5718534
432078760,3765.01,,PC,3.1479532
9830791,3766.01,,FP,3.5414573
274545328,3767.01,,PC,2.3907751
268172361,3768.01,,PC,2.1803154
428251130,3769.01,,PC,10.3380912
139285736,377.01,,FP,1.55028
8621049,3770.01,,APC,0.9183768
3364732,3771.01,,PC,3.6238662
426319499,3772.01,,PC,4.1689145
266772500,3773.01,,PC,2.9508097
704012376,3774.01,,PC,1.5970752
68850908,3775.01,,PC,5.3868381
68388114,3776.01,,APC,1.3312309
802227190,3777.01,,PC,2.3365744
53307409,3778.01,,PC,5.6089886
742648307,3779.01,,PC,1.6180578
20892672,378.01,,FP,3.10926
195750008,3558.01,,PC,2.5650361
184468386,3559.01,,PC,2.5402287
369336146,356.01,,PC,5.7694373
184295571,3560.01,,PC,1.9804293
172754786,3561.01,,FP,4.1273472
193708920,3562.01,,FP,1.3298469
169461816,3563.01,,KP,17.8552322
193482096,3564.01,,PC,4.0875563
1965256662,3565.01,,FP,4.3170598
169187982,3566.01,,FP,1.764534
452658846,3567.01,,PC,1.9990323
160390955,3568.01,,CP,4.4178042
436314778,3569.01,,PC,4.5956692
220016044,357.01,,FP,0.9399664
136122328,3570.01,,PC,2.1083693
2010186093,3571.01,,PC,3.007925
1976308113,3572.01,,FP,2.7568649
407905370,3573.01,,PC,9.8170028
458876004,3677.01,,FP,3.6923071
34551972,3678.01,,FP,4.8542878
285354178,3679.01,,PC,5.9664078
77031413,368.01,,FP,1.38665
311703724,3680.01,,APC,1.7054246
285272237,3681.01,,KP,4.6401269
28961316,3682.01,,PC,3.3462671
264912889,3683.01,,PC,1.3697115
28873762,3684.01,,FP,3.105654
252118701,3685.01,,PC,4.9777448
13533330,3686.01,,PC,5.0778064
250803548,3687.01,,PC,4.4543921
245509452,3688.01,,CP,3.246208
241135327,3689.01,,PC,2.4145007
175482273,369.01,,PC,5.4640119
240989628,3690.01,,PC,10.0755592
240959810,3691.01,,PC,3.3411398
240864953,3692.01,,PC,3.3210331
468832904,3780.01,,PC,1.4005308
470974162,3781.01,,FP,3.2583798
396813816,3782.01,,APC,10.3918699
459755750,3783.01,,PC,6.1080224
339503267,3784.01,,PC,4.9386676
458419328,3785.01,,CP,4.6747218
321250206,3786.01,,APC,2.1040634
457104362,3787.01,,PC,4.8163162
312811620,3788.01,,PC,3.0923729
453410966,3789.01,,PC,4.120004
220396259,379.01,,FP,0.91677
29117085,3790.01,,FP,13.247777
400432230,3791.01,,PC,3.1833919
453348525,3792.01,,APC,0.7729066
29105766,3793.01,,PC,3.2551315
416539317,3794.01,,FA,2.2019606
253030300,3795.01,,FP,2.8300213
393251073,3796.01,,FP,14.9857436
407694390,3574.01,,PC,3.6691817
407658979,3575.01,,PC,8.084554
405897415,3576.01,,PC,4.6387689
396133015,3577.01,,CP,5.2667367
358186451,3578.01,,FP,1.3176767
316606244,3579.01,,FP,3.310636
321982642,358.01,,PC,9.10326
305478010,3580.01,,FP,3.121339
295413003,3581.01,,FP,3.0373017
290308758,3582.01,,PC,4.4168832
289895191,3583.01,,PC,5.2462501
289100911,3584.01,,PC,2.7567478
287591638,3585.01,,CP,3.5410781
286080865,3586.01,,PC,11.3201226
267373896,3587.01,,PC,4.1584817
265242905,3588.01,,PC,3.7037478
260761464,3589.01,,PC,3.0827487
80432617,359.01,,PC,16.45209
236638487,3590.01,,APC,4.4064273
240823272,3693.01,,CP,9.0881638
470822809,3694.01,,PC,2.5400911
203096531,3695.01,,APC,0.6041576
202872757,3696.01,,PC,4.4236103
470783598,3697.01,,APC,9.9441709
266425782,3698.01,,PC,2.3467263
266401846,3699.01,,PC,3.0423931
251855940,370.01,,PC,4.0463709
417676091,3700.01,,PC,4.4184429
266213232,3701.01,,PC,4.2605739
385400633,3702.01,,PC,2.2842184
260962960,3703.01,,PC,3.8901335
