TIC,RAJ2000,DEJ2000,Tmag
224290807,183.314313,55.54999,12.41
453950058,154.420064,-66.088157,12.47
326258589,298.791096,68.009154,12.72
236345227,242.983755,26.49431,12.85
230275619,272.090474,22.804028,11.62
375579079,307.372576,2.718379,10.9
73561499,281.450044,16.117219,11.46
158493845,287.641539,44.513653,9.83
79420230,90.232341,25.142149,9.15
349453472,61.673225,32.373963,11.41
86968460,272.589475,-45.828224,11.95
250630820,32.400912,49.265267,11.18
220423668,72.306229,-54.893724,12.42
394427501,286.896365,13.111227,12.48
183513269,125.524839,-40.987414,12.53
341193568,119.272083,-59.174754,12.87
399576273,324.107494,38.135274,12.45
96982201,105.502564,-32.591402,12.5
427333609,5.815285,5.278878,12.63
466068020,164.974008,-61.470866,12.54
111405721,273.846812,-15.821992,8.39
444465823,8.013,65.671825,12.44
430263373,242.009308,-54.799595,12.29
59633038,297.210837,33.551225,13.0
76879277,87.612136,29.55625,11.61
402641241,248.31982,-62.196852,11.04
383290622,134.39901,-59.229204,12.33
90463599,301.728659,35.673884,11.63
366745206,76.883966,33.695746,11.96
66738763,87.47565,-9.256335,10.1
118352931,275.592768,-13.546515,11.96
278233128,297.087777,16.259518,12.6
342314354,123.739533,-57.632896,10.5
264273483,264.986152,-40.492763,11.78
273154304,188.560431,-58.756534,12.98
142831984,139.00528,-1.823985,12.92
437162640,141.067799,-55.646615,11.15
378070153,295.275617,20.7837,12.3
313697299,345.187569,57.860812,12.21
370596397,26.980215,54.395229,12.38
43333100,261.006024,19.911475,9.46
403648279,286.446498,-1.916043,11.52
273854781,86.513498,42.29627,11.15
193604853,266.241788,43.87072,12.23
229495312,296.632975,60.21044,12.8
239727281,86.537431,33.345154,10.72
309235372,25.628202,52.239331,9.15
31694643,289.126406,-33.153209,11.0
367167782,308.868107,28.025223,12.58
111149941,219.826258,-3.340542,10.05
318898673,109.981658,-6.88319,12.47
433791153,341.539282,61.576221,13.03
333733223,303.635114,72.145335,9.09
181645213,280.372998,-1.736752,12.86
229684540,262.770868,59.672499,12.23
235555541,231.729362,48.843371,12.14
446493783,287.537297,-12.430934,10.56
258270250,282.979717,38.548364,12.67
355979380,190.432604,78.137741,10.84
358416013,283.192596,24.918699,10.72
203249293,190.364996,-11.091135,11.8
183661635,125.895633,-39.994212,12.84
373702848,27.840483,65.390212,10.83
35852001,149.184499,-45.549923,9.8
311054491,185.72562,-60.632993,12.06
333569592,181.849255,-53.800287,12.59
397005373,309.587215,27.84423,12.75
40684627,293.583733,30.586704,12.88
138407532,95.816935,33.663875,11.97
44534838,268.496609,14.503416,12.06
467214801,296.750012,57.72979,9.0
365998904,276.328568,-61.257093,11.72
20814790,284.876867,30.683305,12.31
411537393,183.388105,-59.69957,12.38
342332703,326.691197,56.893899,12.58
222706196,285.127109,6.706027,11.41
411444050,214.361593,-59.004578,12.6
93197515,129.695379,-48.632993,12.33
180187028,188.733688,-60.389866,11.53
29454613,86.440504,18.935084,12.34
43796360,265.527744,14.336057,9.53
251903236,299.119375,-0.943613,11.73
469314911,267.938894,-39.934362,12.02
224647483,312.449519,20.896351,11.75
153034525,120.424153,-24.621238,12.76
387142213,102.700495,16.237386,12.41
309657355,79.068671,-63.235163,12.81
330872568,310.233766,20.160475,12.91
237094240,231.578431,28.480555,12.17
376808346,153.493421,-65.345577,10.91
208343672,208.290005,-57.023614,12.93
174052338,282.398932,3.956062,11.22
358888850,291.089751,20.220854,12.46
60946457,112.337324,19.623462,12.81
335497764,178.859172,-15.490766,9.79
159801146,261.554145,-33.142289,11.58
42207915,286.346345,34.876186,11.62
282345416,285.389119,18.596894,9.73
230270456,271.876321,20.020198,11.32
399771056,164.583263,-67.441863,12.62
313944190,278.364161,-38.264363,13.77
230231754,258.908698,18.209993,13.37
84703792,273.567836,25.775434,13.52
374148644,149.951923,-61.478352,13.46
33986702,357.872306,-25.387454,13.27
72393521,295.998871,35.495031,13.54
154829665,122.44563,-27.135211,13.86
239754164,86.827926,33.731961,13.71
296464820,307.02276,49.168409,13.84
93600792,114.533751,-7.440753,13.64
150250303,94.468506,-63.413682,13.56
233452636,250.472963,-44.345677,13.87
43676310,265.211585,16.031883,13.54
186141255,303.689504,47.312394,13.08
394116358,286.736798,16.372069,13.65
313362847,202.147962,-65.201243,13.84
70377183,114.207903,18.197041,13.09
64266117,338.057065,57.087542,13.7
87926353,299.187619,30.011931,13.36
237114537,269.756177,56.93845,13.39
376032481,152.657548,-65.088271,13.45
231195265,100.961074,11.598079,13.67
139850004,112.383118,-20.738791,13.81
414262531,232.507593,-58.813079,13.49
236789367,283.278543,54.876922,13.55
335218865,268.309139,14.688374,13.7
132195655,148.356651,-52.122538,13.16
47917292,287.384789,-4.310143,13.46
393923434,128.32936,-34.639423,13.78
349697920,282.712071,20.177148,13.74
269666263,301.758979,66.73132,13.79
299138242,143.486412,-53.082601,13.16
363738917,250.064364,-67.038757,13.7
12079324,298.383268,28.415958,13.17
348337167,254.37755,-49.071519,13.23
218193457,262.083784,-42.036491,13.83
1421984476,265.559429,-33.086064,13.37
10507887,28.724974,64.42577,13.15
417901835,298.883465,19.747709,13.54
451542515,171.722622,-57.52988,13.16
257287204,219.874904,-66.875499,13.48
51790397,301.056002,-5.759103,13.16
135324633,150.553183,-49.714186,13.77
323965420,176.770488,-59.987024,13.59
47210922,107.875387,20.274389,13.6
295347171,223.161676,-60.917273,13.11
234065903,101.034783,1.469934,13.68
147626523,184.271977,59.965174,13.88
153333352,120.618098,-28.866338,13.46
241200742,161.241104,28.338188,13.79
279166510,313.814908,44.900326,13.47
216733045,245.739493,-51.095751,13.8
256948962,268.424869,-30.835969,13.15
462781859,152.214222,-58.229711,13.79
385457563,138.054147,-59.021583,13.68
244978644,197.20667,-53.613732,13.43
256515594,299.432707,63.962989,13.13
138360731,293.735755,37.180947,13.72
176253573,121.773869,-23.528416,13.61
338476434,283.416885,16.068961,13.45
355236158,130.662926,-62.531428,13.54
233409941,302.166646,59.482035,13.39
253168781,194.934783,-58.997074,13.43
166275268,273.516788,13.433224,13.48
281298791,151.09892,-18.196342,13.42
165499386,265.075634,54.352698,13.19
255964183,198.655503,-56.827449,13.67
383801019,135.34705,-58.062967,13.82
331030092,212.29081,-62.825552,13.66
228325060,285.196596,2.073383,13.77
280490446,144.334287,-50.971762,13.68
144065546,337.36482,-49.1406,13.13
464366281,156.047113,-56.564558,13.85
41999811,302.017581,40.956428,13.67
76129824,227.20962,-30.584965,13.75
308626244,184.31038,-62.490467,13.63
373698283,26.994792,64.973876,13.82
468625445,314.902338,45.575635,13.71
356500024,150.413692,65.393818,13.26
387840874,306.446172,1.221888,13.71
250683723,32.902264,51.088588,13.71
80886363,91.465159,27.966397,13.72
298227133,335.982267,59.98554,13.84
329691283,212.506178,-51.361602,13.65
440117557,4.994234,47.084933,13.84
100128100,292.38681,-9.907766,13.8
382050502,183.075535,-62.310756,13.21
290958279,250.851488,-54.070693,13.87
87168144,272.674245,-43.629808,13.67
133773826,291.734374,7.375274,13.61
136186341,294.244606,8.88996,13.47
22204538,269.897403,31.607168,13.79
294657487,169.483822,-67.650179,13.11
386166029,139.249258,-54.7594,13.84
89384914,301.25564,30.877435,13.04
457802104,158.351205,-58.41467,13.56
465390333,163.383769,-61.422533,13.88
43368844,261.179918,18.872116,13.75
356056611,246.660394,22.625857,13.76
442687558,237.911038,-35.134207,13.62
