TIC,RAJ2000,DEJ2000,Tmag
313736377,261.57621,27.872028,12.97
264303052,296.227108,66.983347,11.94
220441072,155.356624,-53.49177,12.31
411741018,214.320907,-57.36315,11.52
42217803,250.759063,-47.868644,11.96
43797282,265.590846,13.478554,12.15
87030058,302.567334,14.209961,12.04
394614352,291.303736,34.267998,12.48
378232913,155.036194,-61.837973,10.91
341288037,202.95595,-67.363041,11.49
59645648,297.127169,35.267472,12.86
97019627,265.436334,-49.632345,12.94
469444192,269.770649,-38.152968,12.46
258297319,94.494134,39.201663,11.9
402811138,27.882139,68.925616,12.81
376882175,284.293883,75.573413,11.02
183690527,282.655876,-5.685238,10.19
356056948,246.644554,21.700379,12.46
203322715,287.705936,9.71155,11.16
224714574,312.845223,23.15664,12.9
229510068,297.186871,65.431602,12.96
273229127,297.328602,42.496948,12.5
230278138,271.987509,20.509397,12.71
251941465,299.399323,-2.80851,11.53
373899211,28.123699,61.688134,12.67
446737326,217.799738,-66.272874,12.94
349481397,110.833362,-63.825139,12.88
319127053,173.553048,-64.088787,12.79
40693244,293.562747,31.92051,12.08
367266670,91.059586,31.497865,8.89
450666696,169.412939,-55.854204,13.63
40621423,301.21028,37.87721,13.2
114936473,285.243962,25.009048,13.06
467847068,169.292983,-60.225451,13.74
156878224,305.751847,-8.217961,13.43
188747441,220.989613,-55.347733,13.8
165606118,316.7583,37.607861,13.22
80785690,166.108952,-50.795931,13.04
287657973,184.63244,-54.547016,13.77
246552692,252.893096,-44.477962,13.74
377518416,264.320672,17.027982,13.45
441234364,145.224096,-57.451937,13.82
314481187,279.541535,23.562059,13.6
65504442,275.698861,-30.752564,13.55
388736229,231.554295,-24.999095,13.58
341429113,295.389808,17.763642,13.72
334463051,193.357692,-68.101757,13.79
186430453,280.996302,-2.474545,13.27
458521313,250.338638,29.095019,13.48
367253312,77.817304,33.792884,13.06
239743305,86.672856,33.118052,13.66
342547005,295.777896,16.144719,13.65
213680763,294.36,29.501201,13.12
162837059,280.687118,-7.685257,13.2
348754615,134.132951,-14.858182,13.73
242915617,295.888775,-9.085203,13.44
48199029,297.98163,-14.636151,13.26
229885656,225.804286,29.140068,13.09
94262469,241.620363,-31.390715,13.59
405181219,181.060742,-44.500518,13.65
307409547,179.847025,-63.56018,14.14
285502069,279.68189,14.313521,14.04
290222550,316.279368,48.171111,13.93
230448894,307.33014,30.621273,14.08
377773424,154.535012,-62.471781,14.07
330425387,211.969572,-60.669388,13.9
120173573,284.200712,38.712937,14.18
42626059,286.887838,34.19665,13.96
124464833,288.211179,-6.946941,14.2
390318873,183.863219,-58.477045,14.02
19502632,273.694953,0.333308,14.01
337509299,197.509627,-66.943934,13.94
17513605,66.913055,20.886348,14.1
244563901,301.363981,29.601127,14.33
1010391149,218.807,-66.377834,14.14
418883686,224.000064,-58.142175,14.17
178331790,108.294362,-9.288282,14.01
153727748,121.229381,-26.258448,14.33
46032705,131.865604,-58.523234,14.21
214704512,294.773807,25.006979,14.07
319960004,289.798677,7.268296,14.36
232199442,250.09429,-44.578938,14.29
287275704,109.5196,-56.105818,14.23
294973865,140.522304,-52.653347,13.9
1794877423,287.809876,11.72595,14.26
417956274,299.143563,18.961049,13.98
290150987,238.960655,-53.464321,14.35
109258378,265.972996,-31.769634,14.18
58205869,296.452779,31.696689,14.26
140987393,128.951315,-42.926524,13.95
317362815,203.86519,-64.878843,14.57
343799367,241.42301,-62.170312,14.52
308498714,100.024893,15.011475,14.63
349374091,110.253407,-61.234733,14.43
82521131,282.686738,25.197281,14.51
152404913,119.986781,-33.174056,14.72
122501349,133.596573,-59.048817,14.7
447170236,250.282691,-62.410984,14.45
78974066,89.658899,28.395257,14.62
237516911,297.518887,-10.57488,14.68
257957990,31.741547,11.036041,14.37
460097917,267.03994,26.551283,14.63
84860783,97.291697,28.243945,14.5
468353260,12.142191,83.888591,14.6
188270503,237.363694,-4.602644,14.55
350545979,190.071476,2.758911,14.51
260240216,93.666318,-58.587286,14.39
469136093,148.259496,-55.416792,14.49
233662516,250.47917,-47.268286,14.61
60670877,111.274337,18.263689,14.64
442590989,198.056773,-65.830786,14.54
258699299,278.339793,18.003571,14.37
185947071,302.918538,44.482164,14.58
197159282,277.737175,-31.307912,14.47
176007923,336.39709,-2.733833,14.52
45663447,149.094127,-39.810946,14.38
136852206,317.860192,42.883687,14.59
173381003,111.815874,-41.594851,14.7
258127970,268.679319,-31.099998,14.59
378112774,155.106612,-65.783351,14.68
157526248,106.667004,-36.385885,14.89
318521292,349.2626,56.088708,14.87
391709662,139.127191,-50.554316,14.78
388618491,300.441391,12.384609,14.82
298986673,284.61056,16.497136,14.78
335388971,274.136677,15.631437,14.86
302820498,109.866954,32.446211,14.81
152999050,259.315373,-30.816957,14.75
221066239,246.96131,-57.682579,14.97
96296822,283.195799,6.47688,14.78
342885560,125.724646,-59.509293,14.94
300359095,208.460308,-61.797573,14.96
48613391,287.762057,-2.153407,14.95
75128778,138.479626,-45.900289,14.77
87420655,273.031272,-43.929264,14.86
72276612,296.02299,33.19517,14.76
457539717,157.512902,-54.986071,14.85
230126048,250.942306,66.067006,15.0
91617798,105.589888,27.363374,14.85
54052001,18.504653,64.731731,14.81
1789271467,289.066923,5.147893,14.8
44606608,257.550105,-32.753343,14.74
89658227,275.614074,-43.978281,14.8
317639628,172.658767,-65.647038,14.76
337002768,335.386449,65.264395,14.84
329768972,332.97324,54.980576,14.98
259073145,113.390559,-13.518889,14.83
169840295,120.416903,-11.092178,14.85
377558226,264.435492,14.224049,14.94
23048413,60.188986,25.279707,14.86
